tiff_file,distance,category,ground_truth
Dataset/ThermEval-D/Thermal_270,6ft,Forehead,35.328007
Dataset/ThermEval-D/Thermal_270,6ft,Nose,35.17812
Dataset/ThermEval-D/Thermal_270,6ft,Chest,34.007435
Dataset/ThermEval-D/Thermal_316,10ft,Person,33.11022
Dataset/ThermEval-D/Thermal_316,10ft,Chest,32.82123
Dataset/ThermEval-D/Thermal_309,6ft,Person,33.40721
Dataset/ThermEval-D/Thermal_309,6ft,Chest,33.17551
Dataset/ThermEval-D/Thermal_303,6ft,Person,33.8791
Dataset/ThermEval-D/Thermal_303,6ft,Chest,33.58029
Dataset/ThermEval-D/Thermal_326,10ft,Person,31.315536
Dataset/ThermEval-D/Thermal_326,10ft,Chest,31.018251
Dataset/ThermEval-D/Thermal_261,6ft,Person,34.016552
Dataset/ThermEval-D/Thermal_261,6ft,Chest,33.95417
Dataset/ThermEval-D/Thermal_307,6ft,Person,33.59413
Dataset/ThermEval-D/Thermal_307,6ft,Chest,33.358406
Dataset/ThermEval-D/Thermal_266,6ft,Person,34.53815
Dataset/ThermEval-D/Thermal_266,6ft,Chest,34.47471
Dataset/ThermEval-D/Thermal_266,6ft,Forehead,35.460083
Dataset/ThermEval-D/Thermal_300,2ft,Person,32.799347
Dataset/ThermEval-D/Thermal_300,2ft,Chest,32.740566
Dataset/ThermEval-D/Thermal_300,2ft,Forehead,34.9377
Dataset/ThermEval-D/Thermal_300,2ft,Nose,34.758087
Dataset/ThermEval-D/Thermal_295,2ft,Person,33.002823
Dataset/ThermEval-D/Thermal_295,2ft,Chest,32.82934
Dataset/ThermEval-D/Thermal_283,10ft,Person,33.08059
Dataset/ThermEval-D/Thermal_283,10ft,Forehead,34.545834
Dataset/ThermEval-D/Thermal_283,10ft,Nose,34.904686
Dataset/ThermEval-D/Thermal_283,10ft,Chest,33.049953
Dataset/ThermEval-D/Thermal_245,2ft,Forehead,36.37942
Dataset/ThermEval-D/Thermal_245,2ft,Chest,34.88167
Dataset/ThermEval-D/Thermal_245,2ft,Person,34.95519
Dataset/ThermEval-D/Thermal_245,2ft,Nose,36.074993
Dataset/ThermEval-D/Thermal_241,2ft,Person,34.53856
Dataset/ThermEval-D/Thermal_241,2ft,Forehead,35.924522
Dataset/ThermEval-D/Thermal_241,2ft,Nose,36.309673
Dataset/ThermEval-D/Thermal_241,2ft,Chest,34.6175
Dataset/ThermEval-D/Thermal_249,2ft,Person,35.077496
Dataset/ThermEval-D/Thermal_249,2ft,Chest,34.926117
Dataset/ThermEval-D/Thermal_249,2ft,Nose,35.667603
Dataset/ThermEval-D/Thermal_253,2ft,Person,34.343884
Dataset/ThermEval-D/Thermal_253,2ft,Person,34.455822
Dataset/ThermEval-D/Thermal_253,2ft,Forehead,35.656162
Dataset/ThermEval-D/Thermal_306,6ft,Person,33.568596
Dataset/ThermEval-D/Thermal_306,6ft,Chest,33.32476
Dataset/ThermEval-D/Thermal_296,2ft,Person,32.687965
Dataset/ThermEval-D/Thermal_296,2ft,Chest,32.50556
Dataset/ThermEval-D/Thermal_296,2ft,Forehead,35.028942
Dataset/ThermEval-D/Thermal_262,6ft,Person,33.674625
Dataset/ThermEval-D/Thermal_262,6ft,Chest,33.627224
Dataset/ThermEval-D/Thermal_286,2ft,Person,33.548473
Dataset/ThermEval-D/Thermal_286,2ft,Forehead,35.45289
Dataset/ThermEval-D/Thermal_286,2ft,Nose,35.494392
Dataset/ThermEval-D/Thermal_286,2ft,Chest,33.546925
Dataset/ThermEval-D/Thermal_244,2ft,Person,35.37618
Dataset/ThermEval-D/Thermal_244,2ft,Forehead,36.499435
Dataset/ThermEval-D/Thermal_244,2ft,Nose,36.87
Dataset/ThermEval-D/Thermal_244,2ft,Chest,35.43734
Dataset/ThermEval-D/Thermal_264,6ft,Person,33.40324
Dataset/ThermEval-D/Thermal_264,6ft,Chest,33.314198
Dataset/ThermEval-D/Thermal_293,2ft,Person,33.64188
Dataset/ThermEval-D/Thermal_293,2ft,Chest,33.450336
Dataset/ThermEval-D/Thermal_293,2ft,Forehead,35.4103
Dataset/ThermEval-D/Thermal_298,2ft,Person,33.12116
Dataset/ThermEval-D/Thermal_298,2ft,Chest,32.947952
Dataset/ThermEval-D/Thermal_298,2ft,Forehead,35.345963
Dataset/ThermEval-D/Thermal_298,2ft,Nose,35.431076
Dataset/ThermEval-D/Thermal_256,6ft,Person,34.83504
Dataset/ThermEval-D/Thermal_256,6ft,Forehead,36.19868
Dataset/ThermEval-D/Thermal_256,6ft,Nose,36.372322
Dataset/ThermEval-D/Thermal_256,6ft,Chest,34.859734
Dataset/ThermEval-D/Thermal_330,10ft,Person,31.771223
Dataset/ThermEval-D/Thermal_330,10ft,Chest,31.587557
Dataset/ThermEval-D/Thermal_260,6ft,Person,34.125584
Dataset/ThermEval-D/Thermal_260,6ft,Chest,34.061405
Dataset/ThermEval-D/Thermal_260,6ft,Forehead,35.073956
Dataset/ThermEval-D/Thermal_260,6ft,Nose,34.69722
Dataset/ThermEval-D/Thermal_319,10ft,Person,32.029823
Dataset/ThermEval-D/Thermal_319,10ft,Chest,31.74442
Dataset/ThermEval-D/Thermal_318,10ft,Person,32.139694
Dataset/ThermEval-D/Thermal_318,10ft,Chest,31.752783
Dataset/ThermEval-D/Thermal_299,2ft,Person,32.970566
Dataset/ThermEval-D/Thermal_299,2ft,Forehead,35.142853
Dataset/ThermEval-D/Thermal_299,2ft,Chest,32.772415
Dataset/ThermEval-D/Thermal_285,10ft,Person,33.92644
Dataset/ThermEval-D/Thermal_285,10ft,Chest,33.93807
Dataset/ThermEval-D/Thermal_280,10ft,Person,33.8212
Dataset/ThermEval-D/Thermal_280,10ft,Chest,33.72011
Dataset/ThermEval-D/Thermal_243,2ft,Person,33.824284
Dataset/ThermEval-D/Thermal_243,2ft,Forehead,34.779163
Dataset/ThermEval-D/Thermal_243,2ft,Nose,34.846092
Dataset/ThermEval-D/Thermal_243,2ft,Chest,33.859814
Dataset/ThermEval-D/Thermal_314,6ft,Person,32.771652
Dataset/ThermEval-D/Thermal_314,6ft,Chest,32.577213
Dataset/ThermEval-D/Thermal_250,2ft,Person,34.8625
Dataset/ThermEval-D/Thermal_250,2ft,Chest,34.737427
Dataset/ThermEval-D/Thermal_310,6ft,Person,33.335598
Dataset/ThermEval-D/Thermal_310,6ft,Chest,33.13961
Dataset/ThermEval-D/Thermal_242,2ft,Person,34.34206
Dataset/ThermEval-D/Thermal_242,2ft,Forehead,35.52979
Dataset/ThermEval-D/Thermal_242,2ft,Nose,35.666958
Dataset/ThermEval-D/Thermal_242,2ft,Chest,34.37167
Dataset/ThermEval-D/Thermal_282,10ft,Person,33.26291
Dataset/ThermEval-D/Thermal_282,10ft,Forehead,33.938812
Dataset/ThermEval-D/Thermal_282,10ft,Chest,33.2132
Dataset/ThermEval-D/Thermal_268,6ft,Person,34.197517
Dataset/ThermEval-D/Thermal_268,6ft,Chest,34.163868
Dataset/ThermEval-D/Thermal_268,6ft,Forehead,35.56334
Dataset/ThermEval-D/Thermal_321,10ft,Person,31.85915
Dataset/ThermEval-D/Thermal_321,10ft,Chest,31.625431
Dataset/ThermEval-D/Thermal_277,10ft,Person,34.62277
Dataset/ThermEval-D/Thermal_277,10ft,Chest,34.539623
Dataset/ThermEval-D/Thermal_254,2ft,Person,34.25607
Dataset/ThermEval-D/Thermal_254,2ft,Forehead,35.82766
Dataset/ThermEval-D/Thermal_254,2ft,Nose,36.127773
Dataset/ThermEval-D/Thermal_254,2ft,Chest,34.29079
Dataset/ThermEval-D/Thermal_323,10ft,Person,31.675724
Dataset/ThermEval-D/Thermal_323,10ft,Chest,31.384434
Dataset/ThermEval-D/Thermal_247,2ft,Person,34.405327
Dataset/ThermEval-D/Thermal_247,2ft,Forehead,35.30784
Dataset/ThermEval-D/Thermal_247,2ft,Nose,35.48333
Dataset/ThermEval-D/Thermal_247,2ft,Chest,34.31831
Dataset/ThermEval-D/Thermal_252,2ft,Person,34.434784
Dataset/ThermEval-D/Thermal_252,2ft,Forehead,35.82035
Dataset/ThermEval-D/Thermal_252,2ft,Nose,36.11157
Dataset/ThermEval-D/Thermal_252,2ft,Chest,34.527462
Dataset/ThermEval-D/Thermal_329,10ft,Person,31.77958
Dataset/ThermEval-D/Thermal_329,10ft,Chest,31.502794
Dataset/ThermEval-D/Thermal_322,10ft,Person,31.771778
Dataset/ThermEval-D/Thermal_322,10ft,Chest,31.530684
Dataset/ThermEval-D/Thermal_497,10ft,Person,34.192898
Dataset/ThermEval-D/Thermal_497,10ft,Chest,34.682674
Dataset/ThermEval-D/Thermal_458,10ft,Person,31.953627
Dataset/ThermEval-D/Thermal_458,10ft,Chest,32.097206
Dataset/ThermEval-D/Thermal_458,10ft,Forehead,31.836107
Dataset/ThermEval-D/Thermal_460,10ft,Person,31.787426
Dataset/ThermEval-D/Thermal_460,10ft,Chest,31.913637
Dataset/ThermEval-D/Thermal_466,2ft,Person,35.95383
Dataset/ThermEval-D/Thermal_466,2ft,Chest,35.86898
Dataset/ThermEval-D/Thermal_466,2ft,Nose,36.274662
Dataset/ThermEval-D/Thermal_466,2ft,Forehead,35.667313
Dataset/ThermEval-D/Thermal_430,2ft,Person,32.814205
Dataset/ThermEval-D/Thermal_430,2ft,Chest,32.685352
Dataset/ThermEval-D/Thermal_430,2ft,Nose,34.275005
Dataset/ThermEval-D/Thermal_430,2ft,Forehead,34.067158
Dataset/ThermEval-D/Thermal_481,6ft,Person,35.64168
Dataset/ThermEval-D/Thermal_481,6ft,Chest,36.10809
Dataset/ThermEval-D/Thermal_440,6ft,Person,32.46812
Dataset/ThermEval-D/Thermal_440,6ft,Chest,32.557823
Dataset/ThermEval-D/Thermal_440,6ft,Forehead,33.216316
Dataset/ThermEval-D/Thermal_440,6ft,Nose,32.001312
Dataset/ThermEval-D/Thermal_465,10ft,Person,31.264353
Dataset/ThermEval-D/Thermal_465,10ft,Chest,31.402882
Dataset/ThermEval-D/Thermal_451,10ft,Person,32.439003
Dataset/ThermEval-D/Thermal_451,10ft,Chest,32.620193
Dataset/ThermEval-D/Thermal_451,10ft,Forehead,33.561108
Dataset/ThermEval-D/Thermal_484,6ft,Person,34.893665
Dataset/ThermEval-D/Thermal_484,6ft,Chest,35.28905
Dataset/ThermEval-D/Thermal_484,6ft,Forehead,36.31125
Dataset/ThermEval-D/Thermal_484,6ft,Nose,34.968414
Dataset/ThermEval-D/Thermal_467,2ft,Person,35.473526
Dataset/ThermEval-D/Thermal_467,2ft,Chest,35.41032
Dataset/ThermEval-D/Thermal_467,2ft,Forehead,35.277824
Dataset/ThermEval-D/Thermal_467,2ft,Nose,36.43834
Dataset/ThermEval-D/Thermal_450,6ft,Person,32.648113
Dataset/ThermEval-D/Thermal_450,6ft,Chest,32.788525
Dataset/ThermEval-D/Thermal_450,6ft,Forehead,32.999187
Dataset/ThermEval-D/Thermal_450,6ft,Nose,32.76518
Dataset/ThermEval-D/Thermal_472,2ft,Person,34.530216
Dataset/ThermEval-D/Thermal_472,2ft,Chest,34.413486
Dataset/ThermEval-D/Thermal_472,2ft,Forehead,34.9995
Dataset/ThermEval-D/Thermal_472,2ft,Nose,35.184334
Dataset/ThermEval-D/Thermal_471,2ft,Person,35.115017
Dataset/ThermEval-D/Thermal_471,2ft,Chest,35.01898
Dataset/ThermEval-D/Thermal_471,2ft,Forehead,35.757523
Dataset/ThermEval-D/Thermal_471,2ft,Nose,35.26464
Dataset/ThermEval-D/Thermal_452,10ft,Person,32.477203
Dataset/ThermEval-D/Thermal_452,10ft,Chest,32.56979
Dataset/ThermEval-D/Thermal_452,10ft,Forehead,33.17459
Dataset/ThermEval-D/Thermal_493,6ft,Person,33.324917
Dataset/ThermEval-D/Thermal_493,6ft,Chest,33.855335
Dataset/ThermEval-D/Thermal_493,6ft,Forehead,33.78689
Dataset/ThermEval-D/Thermal_495,6ft,Person,34.303528
Dataset/ThermEval-D/Thermal_495,6ft,Chest,34.671124
Dataset/ThermEval-D/Thermal_495,6ft,Forehead,35.02846
Dataset/ThermEval-D/Thermal_495,6ft,Nose,36.192383
Dataset/ThermEval-D/Thermal_509,10ft,Person,33.466915
Dataset/ThermEval-D/Thermal_509,10ft,Chest,33.986706
Dataset/ThermEval-D/Thermal_506,10ft,Person,33.92326
Dataset/ThermEval-D/Thermal_506,10ft,Chest,34.508636
Dataset/ThermEval-D/Thermal_444,6ft,Person,31.567877
Dataset/ThermEval-D/Thermal_444,6ft,Chest,31.708086
Dataset/ThermEval-D/Thermal_444,6ft,Forehead,31.64651
Dataset/ThermEval-D/Thermal_443,6ft,Person,31.662945
Dataset/ThermEval-D/Thermal_443,6ft,Chest,31.799706
Dataset/ThermEval-D/Thermal_443,6ft,Forehead,32.051918
Dataset/ThermEval-D/Thermal_492,6ft,Person,33.39067
Dataset/ThermEval-D/Thermal_492,6ft,Chest,33.961372
Dataset/ThermEval-D/Thermal_435,2ft,Person,33.74485
Dataset/ThermEval-D/Thermal_435,2ft,Chest,33.653515
Dataset/ThermEval-D/Thermal_435,2ft,Forehead,35.105648
Dataset/ThermEval-D/Thermal_435,2ft,Nose,35.196846
Dataset/ThermEval-D/Thermal_446,6ft,Person,33.14002
Dataset/ThermEval-D/Thermal_446,6ft,Chest,33.164337
Dataset/ThermEval-D/Thermal_446,6ft,Forehead,34.182846
Dataset/ThermEval-D/Thermal_503,10ft,Person,32.92353
Dataset/ThermEval-D/Thermal_503,10ft,Chest,33.323143
Dataset/ThermEval-D/Thermal_448,6ft,Person,32.781445
Dataset/ThermEval-D/Thermal_448,6ft,Chest,32.927715
Dataset/ThermEval-D/Thermal_448,6ft,Forehead,33.98509
Dataset/ThermEval-D/Thermal_427,2ft,Person,33.452557
Dataset/ThermEval-D/Thermal_427,2ft,Chest,33.281006
Dataset/ThermEval-D/Thermal_427,2ft,Nose,34.624626
Dataset/ThermEval-D/Thermal_427,2ft,Forehead,35.06823
Dataset/ThermEval-D/Thermal_510,10ft,Person,33.31917
Dataset/ThermEval-D/Thermal_510,10ft,Chest,33.91323
Dataset/ThermEval-D/Thermal_433,2ft,Person,32.389606
Dataset/ThermEval-D/Thermal_433,2ft,Forehead,34.016098
Dataset/ThermEval-D/Thermal_433,2ft,Nose,34.06797
Dataset/ThermEval-D/Thermal_433,2ft,Chest,32.435143
Dataset/ThermEval-D/Thermal_449,6ft,Person,32.73353
Dataset/ThermEval-D/Thermal_449,6ft,Chest,32.89535
Dataset/ThermEval-D/Thermal_449,6ft,Forehead,33.433334
Dataset/ThermEval-D/Thermal_479,2ft,Person,34.300625
Dataset/ThermEval-D/Thermal_479,2ft,Chest,34.385178
Dataset/ThermEval-D/Thermal_479,2ft,Nose,33.93709
Dataset/ThermEval-D/Thermal_479,2ft,Forehead,34.809086
Dataset/ThermEval-D/Thermal_494,6ft,Person,34.299885
Dataset/ThermEval-D/Thermal_494,6ft,Chest,34.78112
Dataset/ThermEval-D/Thermal_494,6ft,Forehead,35.553406
Dataset/ThermEval-D/Thermal_462,10ft,Person,31.535425
Dataset/ThermEval-D/Thermal_462,10ft,Chest,31.715002
Dataset/ThermEval-D/Thermal_462,10ft,Forehead,32.652626
Dataset/ThermEval-D/Thermal_429,2ft,Person,33.02448
Dataset/ThermEval-D/Thermal_429,2ft,Chest,32.88209
Dataset/ThermEval-D/Thermal_429,2ft,Nose,34.00442
Dataset/ThermEval-D/Thermal_429,2ft,Forehead,33.96503
Dataset/ThermEval-D/Thermal_507,10ft,Person,33.711708
Dataset/ThermEval-D/Thermal_507,10ft,Chest,34.309063
Dataset/ThermEval-D/Thermal_442,6ft,Person,31.843231
Dataset/ThermEval-D/Thermal_442,6ft,Chest,31.914572
Dataset/ThermEval-D/Thermal_442,6ft,Forehead,32.50353
Dataset/ThermEval-D/Thermal_482,6ft,Person,35.511322
Dataset/ThermEval-D/Thermal_482,6ft,Chest,35.96194
Dataset/ThermEval-D/Thermal_482,6ft,Forehead,36.20149
Dataset/ThermEval-D/Thermal_482,6ft,Nose,37.489418
Dataset/ThermEval-D/Thermal_453,10ft,Person,32.396133
Dataset/ThermEval-D/Thermal_453,10ft,Chest,32.531357
Dataset/ThermEval-D/Thermal_470,2ft,Person,35.330486
Dataset/ThermEval-D/Thermal_470,2ft,Chest,35.23517
Dataset/ThermEval-D/Thermal_470,2ft,Forehead,35.967842
Dataset/ThermEval-D/Thermal_470,2ft,Nose,35.06791
Dataset/ThermEval-D/Thermal_487,6ft,Person,34.626606
Dataset/ThermEval-D/Thermal_487,6ft,Chest,35.0461
Dataset/ThermEval-D/Thermal_474,2ft,Person,34.013737
Dataset/ThermEval-D/Thermal_474,2ft,Chest,33.935776
Dataset/ThermEval-D/Thermal_474,2ft,Nose,34.872837
Dataset/ThermEval-D/Thermal_474,2ft,Forehead,34.047646
Dataset/ThermEval-D/Thermal_464,10ft,Person,31.237946
Dataset/ThermEval-D/Thermal_464,10ft,Chest,31.40328
Dataset/ThermEval-D/Thermal_464,10ft,Forehead,32.477226
Dataset/ThermEval-D/Thermal_483,6ft,Person,35.26742
Dataset/ThermEval-D/Thermal_483,6ft,Chest,35.714306
Dataset/ThermEval-D/Thermal_483,6ft,Forehead,36.638634
Dataset/ThermEval-D/Thermal_483,6ft,Nose,36.981693
Dataset/ThermEval-D/Thermal_477,2ft,Person,34.517612
Dataset/ThermEval-D/Thermal_477,2ft,Chest,34.68424
Dataset/ThermEval-D/Thermal_477,2ft,Nose,35.225758
Dataset/ThermEval-D/Thermal_477,2ft,Forehead,34.529472
Dataset/ThermEval-D/Thermal_459,10ft,Person,31.708519
Dataset/ThermEval-D/Thermal_459,10ft,Chest,31.892483
Dataset/ThermEval-D/Thermal_459,10ft,Forehead,31.7225
Dataset/ThermEval-D/Thermal_486,6ft,Person,34.891052
Dataset/ThermEval-D/Thermal_486,6ft,Chest,35.29488
Dataset/ThermEval-D/Thermal_486,6ft,Forehead,36.308773
Dataset/ThermEval-D/Thermal_501,10ft,Person,33.286007
Dataset/ThermEval-D/Thermal_421,2ft,Person,34.46516
Dataset/ThermEval-D/Thermal_421,2ft,Chest,34.348614
Dataset/ThermEval-D/Thermal_421,2ft,Forehead,35.989468
Dataset/ThermEval-D/Thermal_421,2ft,Nose,36.337635
Dataset/ThermEval-D/Thermal_485,6ft,Person,34.623035
Dataset/ThermEval-D/Thermal_485,6ft,Chest,35.0106
Dataset/ThermEval-D/Thermal_485,6ft,Forehead,36.077164
Dataset/ThermEval-D/Thermal_473,2ft,Person,34.334328
Dataset/ThermEval-D/Thermal_473,2ft,Chest,34.182724
Dataset/ThermEval-D/Thermal_473,2ft,Forehead,34.651474
Dataset/ThermEval-D/Thermal_473,2ft,Nose,35.34625
Dataset/ThermEval-D/Thermal_428,2ft,Person,33.18928
Dataset/ThermEval-D/Thermal_428,2ft,Chest,33.073235
Dataset/ThermEval-D/Thermal_428,2ft,Forehead,34.05529
Dataset/ThermEval-D/Thermal_428,2ft,Nose,34.73981
Dataset/ThermEval-D/Thermal_478,2ft,Person,34.36719
Dataset/ThermEval-D/Thermal_478,2ft,Chest,34.48965
Dataset/ThermEval-D/Thermal_478,2ft,Forehead,34.773033
Dataset/ThermEval-D/Thermal_478,2ft,Nose,34.913963
Dataset/ThermEval-D/Thermal_422,2ft,Person,34.296566
Dataset/ThermEval-D/Thermal_422,2ft,Forehead,35.6606
Dataset/ThermEval-D/Thermal_422,2ft,Nose,35.91552
Dataset/ThermEval-D/Thermal_422,2ft,Chest,34.125206
Dataset/ThermEval-D/Thermal_454,10ft,Person,32.257915
Dataset/ThermEval-D/Thermal_454,10ft,Chest,32.40746
Dataset/ThermEval-D/Thermal_454,10ft,Forehead,32.93952
Dataset/ThermEval-D/Thermal_491,6ft,Person,33.598434
Dataset/ThermEval-D/Thermal_491,6ft,Chest,34.092728
Dataset/ThermEval-D/Thermal_457,10ft,Person,32.0823
Dataset/ThermEval-D/Thermal_457,10ft,Chest,32.241
Dataset/ThermEval-D/Thermal_455,10ft,Person,32.21689
Dataset/ThermEval-D/Thermal_455,10ft,Chest,32.340794
Dataset/ThermEval-D/Thermal_455,10ft,Forehead,32.974995
Dataset/ThermEval-D/Thermal_490,6ft,Person,33.960655
Dataset/ThermEval-D/Thermal_490,6ft,Chest,34.366932
Dataset/ThermEval-D/Thermal_431,2ft,Person,32.68626
Dataset/ThermEval-D/Thermal_431,2ft,Chest,32.582447
Dataset/ThermEval-D/Thermal_431,2ft,Forehead,34.493988
Dataset/ThermEval-D/Thermal_431,2ft,Nose,34.338245
Dataset/ThermEval-D/Thermal_434,2ft,Person,33.812954
Dataset/ThermEval-D/Thermal_434,2ft,Chest,33.77687
Dataset/ThermEval-D/Thermal_434,2ft,Forehead,34.899708
Dataset/ThermEval-D/Thermal_434,2ft,Nose,34.481
Dataset/ThermEval-D/Thermal_469,2ft,Person,35.46471
Dataset/ThermEval-D/Thermal_469,2ft,Chest,35.40838
Dataset/ThermEval-D/Thermal_469,2ft,Forehead,36.067852
Dataset/ThermEval-D/Thermal_469,2ft,Nose,36.016216
Dataset/ThermEval-D/Thermal_438,6ft,Person,33.077084
Dataset/ThermEval-D/Thermal_438,6ft,Chest,33.178967
Dataset/ThermEval-D/Thermal_438,6ft,Forehead,34.026386
Dataset/ThermEval-D/Thermal_438,6ft,Nose,33.597275
Dataset/ThermEval-D/Thermal_480,2ft,Person,34.283875
Dataset/ThermEval-D/Thermal_480,2ft,Chest,34.34755
Dataset/ThermEval-D/Thermal_480,2ft,Forehead,34.23733
Dataset/ThermEval-D/Thermal_480,2ft,Nose,35.35849
Dataset/ThermEval-D/Thermal_463,10ft,Person,31.334446
Dataset/ThermEval-D/Thermal_463,10ft,Chest,31.538994
Dataset/ThermEval-D/Thermal_463,10ft,Forehead,32.598797
Dataset/ThermEval-D/Thermal_496,10ft,Person,34.433346
Dataset/ThermEval-D/Thermal_496,10ft,Chest,34.862415
Dataset/ThermEval-D/Thermal_496,10ft,Forehead,35.12853
Dataset/ThermEval-D/Thermal_437,6ft,Person,33.317505
Dataset/ThermEval-D/Thermal_437,6ft,Chest,33.475315
Dataset/ThermEval-D/Thermal_437,6ft,Forehead,34.4709
Dataset/ThermEval-D/Thermal_437,6ft,Nose,35.049515
Dataset/ThermEval-D/Thermal_436,6ft,Person,35.368446
Dataset/ThermEval-D/Thermal_436,6ft,Chest,35.527893
Dataset/ThermEval-D/Thermal_436,6ft,Forehead,36.444912
Dataset/ThermEval-D/Thermal_436,6ft,Nose,36.704906
Dataset/ThermEval-D/Thermal_439,6ft,Person,32.745564
Dataset/ThermEval-D/Thermal_439,6ft,Chest,32.866055
Dataset/ThermEval-D/Thermal_439,6ft,Forehead,33.43583
Dataset/ThermEval-D/Thermal_439,6ft,Nose,33.530285
Dataset/ThermEval-D/Thermal_498,10ft,Person,34.065144
Dataset/ThermEval-D/Thermal_498,10ft,Chest,34.53502
Dataset/ThermEval-D/Thermal_508,10ft,Person,33.717194
Dataset/ThermEval-D/Thermal_508,10ft,Chest,34.20667
Dataset/ThermEval-D/Thermal_499,10ft,Person,33.812313
Dataset/ThermEval-D/Thermal_499,10ft,Chest,34.192596
Dataset/ThermEval-D/Thermal_489,6ft,Person,34.128223
Dataset/ThermEval-D/Thermal_489,6ft,Chest,34.510906
Dataset/ThermEval-D/Thermal_432,2ft,Person,32.4713
Dataset/ThermEval-D/Thermal_432,2ft,Chest,32.382076
Dataset/ThermEval-D/Thermal_432,2ft,Nose,33.644512
Dataset/ThermEval-D/Thermal_432,2ft,Forehead,34.292236
Dataset/ThermEval-D/Thermal_441,6ft,Person,32.139633
Dataset/ThermEval-D/Thermal_441,6ft,Chest,32.191544
Dataset/ThermEval-D/Thermal_441,6ft,Nose,32.023903
Dataset/ThermEval-D/Thermal_426,2ft,Person,33.666767
Dataset/ThermEval-D/Thermal_426,2ft,Chest,33.455276
Dataset/ThermEval-D/Thermal_426,2ft,Forehead,35.227024
Dataset/ThermEval-D/Thermal_426,2ft,Nose,34.51906
Dataset/ThermEval-D/Thermal_505,10ft,Person,33.895416
Dataset/ThermEval-D/Thermal_505,10ft,Chest,34.467976
Dataset/ThermEval-D/Thermal_425,2ft,Person,33.84543
Dataset/ThermEval-D/Thermal_425,2ft,Chest,33.709446
Dataset/ThermEval-D/Thermal_425,2ft,Forehead,35.429035
Dataset/ThermEval-D/Thermal_425,2ft,Nose,35.835926
Dataset/ThermEval-D/Thermal_424,2ft,Person,33.903404
Dataset/ThermEval-D/Thermal_424,2ft,Chest,33.753914
Dataset/ThermEval-D/Thermal_424,2ft,Nose,34.741673
Dataset/ThermEval-D/Thermal_424,2ft,Forehead,35.074574
Dataset/ThermEval-D/Thermal_447,6ft,Person,32.94363
Dataset/ThermEval-D/Thermal_447,6ft,Chest,33.10009
Dataset/ThermEval-D/Thermal_447,6ft,Forehead,34.126522
Dataset/ThermEval-D/Thermal_500,10ft,Person,33.504738
Dataset/ThermEval-D/Thermal_500,10ft,Chest,33.95617
Dataset/ThermEval-D/Thermal_475,2ft,Person,35.06823
Dataset/ThermEval-D/Thermal_475,2ft,Chest,35.091167
Dataset/ThermEval-D/Thermal_476,2ft,Person,34.61775
Dataset/ThermEval-D/Thermal_476,2ft,Chest,34.771694
Dataset/ThermEval-D/Thermal_476,2ft,Nose,35.59152
Dataset/ThermEval-D/Thermal_476,2ft,Forehead,34.50675
Dataset/ThermEval-D/Thermal_423,2ft,Person,34.112766
Dataset/ThermEval-D/Thermal_423,2ft,Forehead,35.461086
Dataset/ThermEval-D/Thermal_423,2ft,Nose,35.53823
Dataset/ThermEval-D/Thermal_423,2ft,Chest,34.0009
Dataset/ThermEval-D/Thermal_502,10ft,Person,33.039368
Dataset/ThermEval-D/Thermal_502,10ft,Chest,33.495625
Dataset/ThermEval-D/Thermal_456,10ft,Person,32.140495
Dataset/ThermEval-D/Thermal_456,10ft,Chest,32.204407
Dataset/ThermEval-D/Thermal_445,6ft,Person,33.283794
Dataset/ThermEval-D/Thermal_445,6ft,Chest,33.317535
Dataset/ThermEval-D/Thermal_445,6ft,Forehead,34.09107
Dataset/ThermEval-D/Thermal_445,6ft,Nose,34.064278
Dataset/ThermEval-D/Thermal_461,10ft,Person,31.523182
Dataset/ThermEval-D/Thermal_461,10ft,Chest,31.63868
Dataset/ThermEval-D/Thermal_468,2ft,Person,35.162533
Dataset/ThermEval-D/Thermal_468,2ft,Chest,35.134068
Dataset/ThermEval-D/Thermal_468,2ft,Nose,36.068146
Dataset/ThermEval-D/Thermal_468,2ft,Forehead,35.09364
Dataset/ThermEval-D/Thermal_504,10ft,Person,32.588173
Dataset/ThermEval-D/Thermal_504,10ft,Chest,33.164722
Dataset/ThermEval-D/Thermal_488,6ft,Person,34.42579
Dataset/ThermEval-D/Thermal_488,6ft,Chest,34.816433
Dataset/ThermEval-D/Thermal_623,6ft,Person,31.33614921569824
Dataset/ThermEval-D/Thermal_623,6ft,Chest,30.372129440307617
Dataset/ThermEval-D/Thermal_623,6ft,Forehead,33.118377685546875
Dataset/ThermEval-D/Thermal_1012,2ft,Person,32.403411865234375
Dataset/ThermEval-D/Thermal_1012,2ft,Chest,32.15446853637695
Dataset/ThermEval-D/Thermal_1012,2ft,Forehead,35.73847961425781
Dataset/ThermEval-D/Thermal_1012,2ft,Nose,34.3297233581543
Dataset/ThermEval-D/Thermal_613,2ft,Person,31.491544723510746
Dataset/ThermEval-D/Thermal_613,2ft,Chest,30.89944648742676
Dataset/ThermEval-D/Thermal_613,2ft,Forehead,33.27387237548828
Dataset/ThermEval-D/Thermal_613,2ft,Nose,33.114845275878906
Dataset/ThermEval-D/Thermal_679,10ft,Person,31.547712326049805
Dataset/ThermEval-D/Thermal_679,10ft,Chest,31.376338958740234
Dataset/ThermEval-D/Thermal_795,2ft,Person,31.39280891418457
