tiff_file,category,ground_truth
Dataset/ThermEval-D/Thermal_297,person,"[0.16, 0.28, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_297,forehead,"[0.43, 0.37, 0.53, 0.43]"
Dataset/ThermEval-D/Thermal_297,nose,"[0.47, 0.44, 0.5, 0.48]"
Dataset/ThermEval-D/Thermal_297,chest,"[0.34, 0.6, 0.56, 0.98]"
Dataset/ThermEval-D/Thermal_320,person,"[0.35, 0.4, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_320,chest,"[0.42, 0.54, 0.49, 0.67]"
Dataset/ThermEval-D/Thermal_265,person,"[0.42, 0.38, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_265,person,"[0.42, 0.38, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_265,forehead,"[0.49, 0.45, 0.53, 0.48]"
Dataset/ThermEval-D/Thermal_265,chest,"[0.49, 0.54, 0.64, 0.75]"
Dataset/ThermEval-D/Thermal_301,person,"[0.26, 0.37, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_301,chest,"[0.36, 0.57, 0.5, 0.79]"
Dataset/ThermEval-D/Thermal_327,person,"[0.35, 0.43, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_327,chest,"[0.41, 0.54, 0.49, 0.68]"
Dataset/ThermEval-D/Thermal_287,person,"[0.16, 0.27, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_287,chest,"[0.34, 0.61, 0.55, 0.95]"
Dataset/ThermEval-D/Thermal_287,forehead,"[0.47, 0.35, 0.54, 0.41]"
Dataset/ThermEval-D/Thermal_287,nose,"[0.5, 0.44, 0.54, 0.48]"
Dataset/ThermEval-D/Thermal_304,person,"[0.26, 0.36, 0.58, 0.99]"
Dataset/ThermEval-D/Thermal_304,chest,"[0.36, 0.57, 0.49, 0.76]"
Dataset/ThermEval-D/Thermal_304,forehead,"[0.39, 0.41, 0.44, 0.45]"
Dataset/ThermEval-D/Thermal_258,person,"[0.43, 0.36, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_258,chest,"[0.51, 0.53, 0.64, 0.77]"
Dataset/ThermEval-D/Thermal_289,person,"[0.16, 0.26, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_289,chest,"[0.33, 0.61, 0.56, 0.96]"
Dataset/ThermEval-D/Thermal_289,forehead,"[0.39, 0.33, 0.49, 0.4]"
Dataset/ThermEval-D/Thermal_289,nose,"[0.41, 0.41, 0.44, 0.45]"
Dataset/ThermEval-D/Thermal_279,person,"[0.48, 0.41, 0.67, 0.98]"
Dataset/ThermEval-D/Thermal_279,chest,"[0.54, 0.52, 0.63, 0.66]"
Dataset/ThermEval-D/Thermal_313,person,"[0.26, 0.38, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_313,chest,"[0.36, 0.56, 0.5, 0.76]"
Dataset/ThermEval-D/Thermal_259,person,"[0.42, 0.36, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_259,forehead,"[0.58, 0.39, 0.61, 0.42]"
Dataset/ThermEval-D/Thermal_259,nose,"[0.6, 0.44, 0.61, 0.46]"
Dataset/ThermEval-D/Thermal_259,chest,"[0.51, 0.55, 0.65, 0.74]"
Dataset/ThermEval-D/Thermal_263,person,"[0.42, 0.39, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_263,chest,"[0.51, 0.55, 0.64, 0.77]"
Dataset/ThermEval-D/Thermal_302,person,"[0.26, 0.37, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_302,chest,"[0.37, 0.57, 0.49, 0.77]"
Dataset/ThermEval-D/Thermal_271,person,"[0.48, 0.41, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_271,forehead,"[0.57, 0.42, 0.6, 0.43]"
Dataset/ThermEval-D/Thermal_271,nose,"[0.58, 0.45, 0.59, 0.46]"
Dataset/ThermEval-D/Thermal_271,chest,"[0.54, 0.52, 0.63, 0.66]"
Dataset/ThermEval-D/Thermal_305,person,"[0.26, 0.36, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_305,forehead,"[0.39, 0.41, 0.43, 0.45]"
Dataset/ThermEval-D/Thermal_305,chest,"[0.37, 0.56, 0.5, 0.77]"
Dataset/ThermEval-D/Thermal_312,person,"[0.26, 0.38, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_312,chest,"[0.37, 0.57, 0.5, 0.78]"
Dataset/ThermEval-D/Thermal_248,person,"[0.33, 0.24, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_248,forehead,"[0.52, 0.29, 0.58, 0.3]"
Dataset/ThermEval-D/Thermal_248,nose,"[0.52, 0.33, 0.56, 0.37]"
Dataset/ThermEval-D/Thermal_248,chest,"[0.41, 0.59, 0.67, 0.99]"
Dataset/ThermEval-D/Thermal_292,person,"[0.16, 0.27, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_292,forehead,"[0.39, 0.32, 0.48, 0.38]"
Dataset/ThermEval-D/Thermal_292,chest,"[0.34, 0.59, 0.54, 0.97]"
Dataset/ThermEval-D/Thermal_311,person,"[0.26, 0.37, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_311,chest,"[0.36, 0.56, 0.49, 0.77]"
Dataset/ThermEval-D/Thermal_251,person,"[0.33, 0.26, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_251,forehead,"[0.4, 0.41, 0.46, 0.45]"
Dataset/ThermEval-D/Thermal_251,nose,"[0.41, 0.48, 0.43, 0.51]"
Dataset/ThermEval-D/Thermal_251,chest,"[0.41, 0.61, 0.67, 0.96]"
Dataset/ThermEval-D/Thermal_274,person,"[0.48, 0.41, 0.67, 0.98]"
Dataset/ThermEval-D/Thermal_274,chest,"[0.54, 0.53, 0.63, 0.65]"
Dataset/ThermEval-D/Thermal_274,nose,"[0.6, 0.45, 0.61, 0.46]"
Dataset/ThermEval-D/Thermal_257,person,"[0.42, 0.37, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_257,forehead,"[0.54, 0.39, 0.58, 0.41]"
Dataset/ThermEval-D/Thermal_257,nose,"[0.54, 0.44, 0.56, 0.45]"
Dataset/ThermEval-D/Thermal_257,chest,"[0.52, 0.55, 0.65, 0.76]"
Dataset/ThermEval-D/Thermal_246,person,"[0.33, 0.26, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_246,chest,"[0.43, 0.58, 0.69, 0.96]"
Dataset/ThermEval-D/Thermal_246,nose,"[0.6, 0.34, 0.62, 0.36]"
Dataset/ThermEval-D/Thermal_246,forehead,"[0.55, 0.29, 0.58, 0.33]"
Dataset/ThermEval-D/Thermal_308,person,"[0.26, 0.37, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_308,chest,"[0.37, 0.57, 0.5, 0.78]"
Dataset/ThermEval-D/Thermal_290,person,"[0.16, 0.27, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_290,chest,"[0.34, 0.59, 0.55, 0.97]"
Dataset/ThermEval-D/Thermal_290,forehead,"[0.38, 0.34, 0.45, 0.4]"
Dataset/ThermEval-D/Thermal_290,nose,"[0.37, 0.43, 0.4, 0.47]"
Dataset/ThermEval-D/Thermal_315,person,"[0.26, 0.39, 0.58, 0.99]"
Dataset/ThermEval-D/Thermal_315,chest,"[0.35, 0.57, 0.49, 0.77]"
Dataset/ThermEval-D/Thermal_273,person,"[0.48, 0.41, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_273,chest,"[0.54, 0.53, 0.64, 0.64]"
Dataset/ThermEval-D/Thermal_284,person,"[0.49, 0.42, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_284,chest,"[0.54, 0.53, 0.64, 0.65]"
Dataset/ThermEval-D/Thermal_267,person,"[0.42, 0.38, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_267,chest,"[0.5, 0.53, 0.64, 0.74]"
Dataset/ThermEval-D/Thermal_267,forehead,"[0.54, 0.44, 0.6, 0.46]"
Dataset/ThermEval-D/Thermal_269,person,"[0.43, 0.38, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_269,chest,"[0.51, 0.53, 0.65, 0.75]"
Dataset/ThermEval-D/Thermal_269,forehead,"[0.61, 0.43, 0.65, 0.46]"
Dataset/ThermEval-D/Thermal_291,person,"[0.16, 0.28, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_291,forehead,"[0.39, 0.33, 0.45, 0.38]"
Dataset/ThermEval-D/Thermal_291,chest,"[0.32, 0.61, 0.55, 0.97]"
Dataset/ThermEval-D/Thermal_291,nose,"[0.37, 0.4, 0.39, 0.44]"
Dataset/ThermEval-D/Thermal_281,person,"[0.48, 0.41, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_281,chest,"[0.53, 0.53, 0.62, 0.63]"
Dataset/ThermEval-D/Thermal_325,person,"[0.35, 0.41, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_325,chest,"[0.41, 0.54, 0.49, 0.69]"
Dataset/ThermEval-D/Thermal_288,person,"[0.16, 0.27, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_288,chest,"[0.34, 0.62, 0.55, 0.95]"
Dataset/ThermEval-D/Thermal_288,forehead,"[0.44, 0.35, 0.52, 0.4]"
Dataset/ThermEval-D/Thermal_288,nose,"[0.48, 0.41, 0.5, 0.46]"
Dataset/ThermEval-D/Thermal_275,person,"[0.48, 0.41, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_275,chest,"[0.54, 0.52, 0.64, 0.65]"
Dataset/ThermEval-D/Thermal_275,forehead,"[0.61, 0.43, 0.62, 0.44]"
Dataset/ThermEval-D/Thermal_294,person,"[0.16, 0.26, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_294,forehead,"[0.43, 0.32, 0.5, 0.37]"
Dataset/ThermEval-D/Thermal_294,chest,"[0.34, 0.59, 0.56, 0.95]"
Dataset/ThermEval-D/Thermal_328,person,"[0.35, 0.4, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_328,chest,"[0.41, 0.55, 0.49, 0.68]"
Dataset/ThermEval-D/Thermal_276,person,"[0.48, 0.41, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_276,chest,"[0.53, 0.52, 0.63, 0.64]"
Dataset/ThermEval-D/Thermal_324,person,"[0.35, 0.41, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_324,chest,"[0.42, 0.55, 0.49, 0.67]"
Dataset/ThermEval-D/Thermal_317,person,"[0.35, 0.4, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_317,chest,"[0.41, 0.55, 0.49, 0.67]"
Dataset/ThermEval-D/Thermal_317,forehead,"[0.45, 0.44, 0.48, 0.46]"
Dataset/ThermEval-D/Thermal_278,person,"[0.49, 0.42, 0.67, 0.98]"
Dataset/ThermEval-D/Thermal_278,chest,"[0.54, 0.53, 0.64, 0.65]"
Dataset/ThermEval-D/Thermal_270,person,"[0.43, 0.36, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_270,forehead,"[0.59, 0.42, 0.63, 0.45]"
Dataset/ThermEval-D/Thermal_270,nose,"[0.61, 0.47, 0.63, 0.49]"
Dataset/ThermEval-D/Thermal_270,chest,"[0.49, 0.54, 0.66, 0.73]"
Dataset/ThermEval-D/Thermal_316,person,"[0.35, 0.38, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_316,chest,"[0.41, 0.54, 0.49, 0.66]"
Dataset/ThermEval-D/Thermal_309,person,"[0.26, 0.37, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_309,chest,"[0.36, 0.56, 0.5, 0.77]"
Dataset/ThermEval-D/Thermal_303,person,"[0.26, 0.37, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_303,chest,"[0.36, 0.57, 0.5, 0.78]"
Dataset/ThermEval-D/Thermal_326,person,"[0.35, 0.41, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_326,chest,"[0.41, 0.54, 0.49, 0.67]"
Dataset/ThermEval-D/Thermal_261,person,"[0.43, 0.38, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_261,chest,"[0.51, 0.55, 0.65, 0.76]"
Dataset/ThermEval-D/Thermal_307,person,"[0.26, 0.35, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_307,chest,"[0.35, 0.56, 0.5, 0.77]"
Dataset/ThermEval-D/Thermal_266,person,"[0.42, 0.37, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_266,chest,"[0.51, 0.55, 0.64, 0.74]"
Dataset/ThermEval-D/Thermal_266,forehead,"[0.52, 0.43, 0.56, 0.46]"
Dataset/ThermEval-D/Thermal_300,person,"[0.15, 0.26, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_300,chest,"[0.35, 0.63, 0.56, 0.95]"
Dataset/ThermEval-D/Thermal_300,forehead,"[0.35, 0.39, 0.41, 0.45]"
Dataset/ThermEval-D/Thermal_300,nose,"[0.36, 0.48, 0.38, 0.51]"
Dataset/ThermEval-D/Thermal_295,person,"[0.16, 0.26, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_295,chest,"[0.34, 0.6, 0.56, 0.96]"
Dataset/ThermEval-D/Thermal_283,person,"[0.48, 0.43, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_283,forehead,"[0.57, 0.46, 0.6, 0.46]"
Dataset/ThermEval-D/Thermal_283,nose,"[0.58, 0.48, 0.59, 0.49]"
Dataset/ThermEval-D/Thermal_283,chest,"[0.54, 0.53, 0.63, 0.66]"
Dataset/ThermEval-D/Thermal_245,forehead,"[0.6, 0.32, 0.65, 0.36]"
Dataset/ThermEval-D/Thermal_245,chest,"[0.42, 0.58, 0.7, 0.93]"
Dataset/ThermEval-D/Thermal_245,person,"[0.33, 0.26, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_245,nose,"[0.66, 0.39, 0.67, 0.42]"
Dataset/ThermEval-D/Thermal_241,person,"[0.33, 0.22, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_241,forehead,"[0.51, 0.3, 0.6, 0.33]"
Dataset/ThermEval-D/Thermal_241,nose,"[0.55, 0.37, 0.57, 0.4]"
Dataset/ThermEval-D/Thermal_241,chest,"[0.42, 0.59, 0.69, 0.98]"
Dataset/ThermEval-D/Thermal_249,person,"[0.33, 0.29, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_249,chest,"[0.43, 0.57, 0.67, 0.92]"
Dataset/ThermEval-D/Thermal_249,nose,"[0.5, 0.33, 0.53, 0.37]"
Dataset/ThermEval-D/Thermal_253,person,"[0.33, 0.24, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_253,person,"[0.43, 0.6, 0.67, 0.92]"
Dataset/ThermEval-D/Thermal_253,forehead,"[0.5, 0.36, 0.61, 0.42]"
Dataset/ThermEval-D/Thermal_306,person,"[0.26, 0.37, 0.58, 0.99]"
Dataset/ThermEval-D/Thermal_306,chest,"[0.36, 0.58, 0.5, 0.79]"
Dataset/ThermEval-D/Thermal_296,person,"[0.16, 0.28, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_296,chest,"[0.33, 0.61, 0.55, 0.96]"
Dataset/ThermEval-D/Thermal_296,forehead,"[0.48, 0.37, 0.54, 0.42]"
Dataset/ThermEval-D/Thermal_262,person,"[0.42, 0.38, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_262,chest,"[0.52, 0.54, 0.64, 0.75]"
Dataset/ThermEval-D/Thermal_286,person,"[0.16, 0.27, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_286,forehead,"[0.41, 0.35, 0.5, 0.4]"
Dataset/ThermEval-D/Thermal_286,nose,"[0.45, 0.41, 0.47, 0.44]"
Dataset/ThermEval-D/Thermal_286,chest,"[0.35, 0.6, 0.56, 0.95]"
Dataset/ThermEval-D/Thermal_244,person,"[0.33, 0.23, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_244,forehead,"[0.53, 0.29, 0.61, 0.36]"
Dataset/ThermEval-D/Thermal_244,nose,"[0.6, 0.38, 0.62, 0.41]"
Dataset/ThermEval-D/Thermal_244,chest,"[0.42, 0.57, 0.69, 0.98]"
Dataset/ThermEval-D/Thermal_264,person,"[0.42, 0.39, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_264,chest,"[0.51, 0.55, 0.65, 0.75]"
Dataset/ThermEval-D/Thermal_293,person,"[0.16, 0.25, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_293,chest,"[0.34, 0.62, 0.54, 0.96]"
Dataset/ThermEval-D/Thermal_293,forehead,"[0.42, 0.31, 0.5, 0.37]"
Dataset/ThermEval-D/Thermal_298,person,"[0.16, 0.28, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_298,chest,"[0.33, 0.62, 0.56, 0.96]"
Dataset/ThermEval-D/Thermal_298,forehead,"[0.4, 0.38, 0.5, 0.43]"
Dataset/ThermEval-D/Thermal_298,nose,"[0.44, 0.45, 0.47, 0.48]"
Dataset/ThermEval-D/Thermal_256,person,"[0.42, 0.37, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_256,forehead,"[0.56, 0.39, 0.6, 0.41]"
Dataset/ThermEval-D/Thermal_256,nose,"[0.57, 0.43, 0.59, 0.45]"
Dataset/ThermEval-D/Thermal_256,chest,"[0.5, 0.55, 0.65, 0.73]"
Dataset/ThermEval-D/Thermal_330,person,"[0.36, 0.4, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_330,chest,"[0.41, 0.54, 0.49, 0.69]"
Dataset/ThermEval-D/Thermal_260,person,"[0.42, 0.36, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_260,chest,"[0.51, 0.53, 0.64, 0.73]"
Dataset/ThermEval-D/Thermal_260,forehead,"[0.6, 0.39, 0.63, 0.42]"
Dataset/ThermEval-D/Thermal_260,nose,"[0.62, 0.43, 0.64, 0.45]"
Dataset/ThermEval-D/Thermal_319,person,"[0.35, 0.4, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_319,chest,"[0.41, 0.54, 0.49, 0.67]"
Dataset/ThermEval-D/Thermal_318,person,"[0.35, 0.4, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_318,chest,"[0.42, 0.55, 0.49, 0.68]"
Dataset/ThermEval-D/Thermal_299,person,"[0.16, 0.27, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_299,forehead,"[0.38, 0.39, 0.47, 0.43]"
Dataset/ThermEval-D/Thermal_299,chest,"[0.34, 0.62, 0.55, 0.97]"
Dataset/ThermEval-D/Thermal_285,person,"[0.49, 0.42, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_285,chest,"[0.54, 0.52, 0.64, 0.66]"
Dataset/ThermEval-D/Thermal_280,person,"[0.48, 0.41, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_280,chest,"[0.53, 0.52, 0.63, 0.64]"
Dataset/ThermEval-D/Thermal_243,person,"[0.33, 0.24, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_243,forehead,"[0.45, 0.32, 0.49, 0.35]"
Dataset/ThermEval-D/Thermal_243,nose,"[0.43, 0.39, 0.45, 0.42]"
Dataset/ThermEval-D/Thermal_243,chest,"[0.43, 0.6, 0.67, 0.96]"
Dataset/ThermEval-D/Thermal_314,person,"[0.26, 0.38, 0.59, 0.99]"
Dataset/ThermEval-D/Thermal_314,chest,"[0.37, 0.57, 0.49, 0.77]"
Dataset/ThermEval-D/Thermal_250,person,"[0.33, 0.29, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_250,chest,"[0.43, 0.59, 0.71, 0.97]"
Dataset/ThermEval-D/Thermal_310,person,"[0.26, 0.36, 0.58, 0.99]"
Dataset/ThermEval-D/Thermal_310,chest,"[0.36, 0.57, 0.49, 0.76]"
Dataset/ThermEval-D/Thermal_242,person,"[0.33, 0.23, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_242,forehead,"[0.49, 0.29, 0.57, 0.35]"
Dataset/ThermEval-D/Thermal_242,nose,"[0.48, 0.37, 0.52, 0.4]"
Dataset/ThermEval-D/Thermal_242,chest,"[0.42, 0.57, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_282,person,"[0.48, 0.42, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_282,forehead,"[0.54, 0.46, 0.56, 0.47]"
Dataset/ThermEval-D/Thermal_282,chest,"[0.53, 0.53, 0.62, 0.66]"
Dataset/ThermEval-D/Thermal_268,person,"[0.42, 0.38, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_268,chest,"[0.52, 0.54, 0.64, 0.73]"
Dataset/ThermEval-D/Thermal_268,forehead,"[0.57, 0.43, 0.63, 0.46]"
Dataset/ThermEval-D/Thermal_321,person,"[0.36, 0.4, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_321,chest,"[0.42, 0.54, 0.49, 0.68]"
Dataset/ThermEval-D/Thermal_277,person,"[0.48, 0.42, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_277,chest,"[0.53, 0.52, 0.63, 0.65]"
Dataset/ThermEval-D/Thermal_254,person,"[0.33, 0.24, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_254,forehead,"[0.56, 0.36, 0.66, 0.42]"
Dataset/ThermEval-D/Thermal_254,nose,"[0.62, 0.45, 0.64, 0.47]"
Dataset/ThermEval-D/Thermal_254,chest,"[0.42, 0.61, 0.69, 0.92]"
Dataset/ThermEval-D/Thermal_323,person,"[0.35, 0.4, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_323,chest,"[0.41, 0.54, 0.49, 0.67]"
Dataset/ThermEval-D/Thermal_247,person,"[0.33, 0.24, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_247,forehead,"[0.52, 0.28, 0.6, 0.33]"
Dataset/ThermEval-D/Thermal_247,nose,"[0.58, 0.33, 0.61, 0.36]"
Dataset/ThermEval-D/Thermal_247,chest,"[0.42, 0.58, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_252,person,"[0.33, 0.24, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_252,forehead,"[0.47, 0.38, 0.56, 0.43]"
Dataset/ThermEval-D/Thermal_252,nose,"[0.49, 0.46, 0.52, 0.49]"
Dataset/ThermEval-D/Thermal_252,chest,"[0.41, 0.58, 0.69, 0.98]"
Dataset/ThermEval-D/Thermal_329,person,"[0.35, 0.42, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_329,chest,"[0.4, 0.54, 0.49, 0.69]"
Dataset/ThermEval-D/Thermal_322,person,"[0.35, 0.41, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_322,chest,"[0.41, 0.54, 0.49, 0.67]"
Dataset/ThermEval-D/Thermal_497,person,"[0.48, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_497,chest,"[0.52, 0.52, 0.63, 0.66]"
Dataset/ThermEval-D/Thermal_458,person,"[0.38, 0.41, 0.57, 0.96]"
Dataset/ThermEval-D/Thermal_458,chest,"[0.43, 0.51, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_458,forehead,"[0.45, 0.41, 0.5, 0.43]"
Dataset/ThermEval-D/Thermal_460,person,"[0.38, 0.42, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_460,chest,"[0.43, 0.51, 0.53, 0.64]"
Dataset/ThermEval-D/Thermal_466,person,"[0.29, 0.32, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_466,chest,"[0.38, 0.6, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_466,nose,"[0.59, 0.46, 0.62, 0.51]"
Dataset/ThermEval-D/Thermal_466,forehead,"[0.54, 0.39, 0.61, 0.44]"
Dataset/ThermEval-D/Thermal_430,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_430,chest,"[0.34, 0.55, 0.65, 0.95]"
Dataset/ThermEval-D/Thermal_430,nose,"[0.54, 0.33, 0.57, 0.38]"
Dataset/ThermEval-D/Thermal_430,forehead,"[0.48, 0.28, 0.54, 0.32]"
Dataset/ThermEval-D/Thermal_481,person,"[0.43, 0.39, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_481,chest,"[0.5, 0.54, 0.65, 0.73]"
Dataset/ThermEval-D/Thermal_440,person,"[0.31, 0.37, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_440,chest,"[0.4, 0.52, 0.57, 0.74]"
Dataset/ThermEval-D/Thermal_440,forehead,"[0.42, 0.4, 0.44, 0.43]"
Dataset/ThermEval-D/Thermal_440,nose,"[0.4, 0.45, 0.42, 0.47]"
Dataset/ThermEval-D/Thermal_465,person,"[0.38, 0.41, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_465,chest,"[0.43, 0.51, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_451,person,"[0.38, 0.41, 0.57, 0.96]"
Dataset/ThermEval-D/Thermal_451,chest,"[0.43, 0.51, 0.54, 0.67]"
Dataset/ThermEval-D/Thermal_451,forehead,"[0.46, 0.43, 0.5, 0.45]"
Dataset/ThermEval-D/Thermal_484,person,"[0.43, 0.4, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_484,chest,"[0.49, 0.54, 0.64, 0.72]"
Dataset/ThermEval-D/Thermal_484,forehead,"[0.51, 0.43, 0.54, 0.46]"
Dataset/ThermEval-D/Thermal_484,nose,"[0.5, 0.47, 0.52, 0.49]"
Dataset/ThermEval-D/Thermal_467,person,"[0.3, 0.32, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_467,chest,"[0.39, 0.59, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_467,forehead,"[0.49, 0.38, 0.59, 0.43]"
Dataset/ThermEval-D/Thermal_467,nose,"[0.54, 0.45, 0.58, 0.51]"
Dataset/ThermEval-D/Thermal_450,person,"[0.32, 0.37, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_450,chest,"[0.4, 0.52, 0.56, 0.74]"
Dataset/ThermEval-D/Thermal_450,forehead,"[0.4, 0.43, 0.43, 0.46]"
Dataset/ThermEval-D/Thermal_450,nose,"[0.4, 0.48, 0.42, 0.5]"
Dataset/ThermEval-D/Thermal_472,person,"[0.29, 0.34, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_472,chest,"[0.38, 0.6, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_472,forehead,"[0.47, 0.35, 0.58, 0.4]"
Dataset/ThermEval-D/Thermal_472,nose,"[0.48, 0.39, 0.52, 0.43]"
Dataset/ThermEval-D/Thermal_471,person,"[0.29, 0.32, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_471,chest,"[0.39, 0.6, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_471,forehead,"[0.47, 0.35, 0.55, 0.4]"
Dataset/ThermEval-D/Thermal_471,nose,"[0.45, 0.4, 0.5, 0.45]"
Dataset/ThermEval-D/Thermal_452,person,"[0.38, 0.41, 0.57, 0.96]"
Dataset/ThermEval-D/Thermal_452,chest,"[0.43, 0.51, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_452,forehead,"[0.44, 0.43, 0.47, 0.45]"
Dataset/ThermEval-D/Thermal_493,person,"[0.43, 0.39, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_493,chest,"[0.49, 0.54, 0.65, 0.74]"
Dataset/ThermEval-D/Thermal_493,forehead,"[0.52, 0.46, 0.58, 0.49]"
Dataset/ThermEval-D/Thermal_495,person,"[0.43, 0.39, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_495,chest,"[0.49, 0.54, 0.64, 0.73]"
Dataset/ThermEval-D/Thermal_495,forehead,"[0.53, 0.43, 0.59, 0.46]"
Dataset/ThermEval-D/Thermal_495,nose,"[0.55, 0.47, 0.57, 0.49]"
